"review_id","sentence_id","sentence_text","sentence_sentiment","sentence_category","sentence_category_group","sentence_topic","entities"
"656eeca44842951b389b75f3afd88349","cbdb5420be4f4e3357d613365b10677c","A girl near the kitchen finally said she’d be there to take our order, but never did.","Negative","Experience","Ordering","Order Accuracy","[""girl"",""kitchen""]"
"6ab7af659d2b87158ac39a1682b0e245","9419bf25294ef7fbe4c2259a64b9aab3","Charged extra for that, coffee was slightly bitter.","Negative","Food","Quality","Taste","[""coffee""]"
"55e697bf71c4c3ee365e7c0e9a945cb1","46c1b821f9dbd667039e747716d3c529","But no, you chose to get the fries and a sad little burrito wrap.","Negative","Food","Quality","Taste","[""fries"",""burrito wrap""]"
"d835e7df4242cc31086265ea0575359e","460c8bea9ad2e9e43da143cd4374c67f","Me and 4 friends walked in and got seated right away.","Positive","Experience","Ordering","Speed of Service","[""friends""]"
"df4f7242bd064716000e0eb91fa88fd5","c059e674eadb5544c9b0f643e28e5a0e","They also have Games you can Play.","Positive","Experience","Amenities","Amenities","[""Games""]"
"656eeca44842951b389b75f3afd88349","521d606f82ee590478b54320870f6b6b","We left and went to Tijuana Flats; a restaurant where customer service is actually a priority.","Negative","Experience","Loyalty","Loyalty","[""Tijuana Flats"",""restaurant""]"
"6ab7af659d2b87158ac39a1682b0e245","00a206cb3b6b285c72115d511b1bb654","It would've been 1 star.","Negative","Experience","Loyalty","Loyalty","[]"
"edd01dd8c20236e200be20574eab2b78","e8724471443f52413011588abd086203","Alfonso provides a friendly and outstanding customer service.","Positive","People","Team","Hospitality","[""Alfonso""]"
"9d7bc932b3eee5a95dfa5317411d5b33","40b86e1b609302ab34e1c82a65520174","Staff were prompt to seat us and take our orders on the spot.","Positive","People","Team","Hospitality","[""Staff""]"
"9bbf2e8648947d9810a5c504ce379464","f5c355f0c7309cff93fc25c9f36ba9e1","There are not so many people in this restaurant that they would drive them out of the cafe.","Negative","People","Team","Hospitality","[""people"",""restaurant"",""cafe""]"
"7c559c51e85d97cf4f1c5cd546cedfc9","6f59e73384937fb88056d2cc5355680a","Warm and fuzzy helped me turn my cold Venice bungalow into a chic surf shack.","Positive","Experience","Amenities","Inquiries","[""Venice"",""bungalow"",""surf shack""]"
"164b4b7194c18deaf6dab6aada260f44","6f36db51fb2bdd72f78bbcbcfec87500","(And I like cheese!)","Positive","Food","Quality","Taste","[]"
"b71cd18f5406eff6cd344014b274f673","878b7fa5a623bea9373e386af1fede44","Don't plan on returning.","Negative","Experience","Loyalty","Loyalty","[]"
"ef77d4e51026c979198f856a7d14ae97","7549f015afb7ed42352d8735b319e556","Rice, beans, tomato, cilantro, eggs … good comfort food.","Positive","Food","Quality","Taste","[""Rice"",""beans"",""tomato"",""cilantro"",""eggs""]"
"b78bf927ce2b19a2b09e96ed754bf812","60fe0bffd6a85aa99ba1cbf9f4e46ecb","Happy hour is from 4-7 and all day Saturday!","Positive","Experience","Amenities","Amenities","[""happy hour"",""4-7"",""Saturday""]"
"e17317f6664f28c609af9a73e0761a62","2d01754d4a6b4e547b07a3d2fb1c54df","I like Fuzzy’s they have been a Texas to go place forever.","Positive","Experience","Loyalty","Loyalty","[""Fuzzy's"",""Texas""]"
"8461af19ede01e58580d924701b99072","9faf8c64d072cf8e2ebb0d9b9befcb52","WILLIAMS WAS MY SERVER & HE WAS GREAT!!!!","Positive","People","Team","Hospitality","[""Williams""]"
"9e855145b243d7f208e811e22f347a43","ea92f6a4a11f336e0c5e3dc959637360","The roll was soft, the meat was nicely cooked, and the cheese was melty.","Positive","Food","Quality","Texture","[""roll"",""meat"",""cheese""]"
"2cdc09825fae4cc742299084826ff10c","3a21493bc4573b1699f9e1f686dbdb4f","She checked on me often, brewed me fresh coffee, overall she was great.","Positive","People","Team","Hospitality","[""Valeria"",""coffee""]"
"ede495705e0d53d5e6ac3f0ea6d0f01b","60f84da3d7d1daa5ff7ba8ba105cee11","great evening at Micky's seeing 2 legendary ru gals.","Positive","Experience","Experience","Loyalty","[""Micky's"",""ru gals""]"
"c815e78ab2d26930c0ab013efb42a78b","71e17582dea4d1209677b192aa59c19f","The food here is delicious.","Positive","Food","Quality","Taste","[""food""]"
"4bbcac26643da9ccc5572c4d8c5c400d","085dd47364dd0a11b3e21f3a4386e452","Excellent food, super nice staff in a relaxed atmosphere.","Positive","[""Food"",""People"",""Experience""]","[""Quality"",""Team"",""Experience""]","[""Taste"",""Hospitality"",""Amenities""]","[]"
"bdd1bf4058485084f794430cb8dfefd2","90c629a84a0891c3dc438353533379a0","Definitely worth a trip if you are in the north loop area.","Positive","Experience","Loyalty","Comments","[""north loop area""]"
"148aa56d6ae2452bf2032be94cd3478c","a38a224dca3724817da895dea6484e1b","The food was delicious, the cinnamon roll pancakes had lots of flavor, the best cinnamon roll pancakes I've had anywhere.","Positive","Food","Quality","Taste","[""food"",""cinnamon roll pancakes""]"
"d4787f5690301b21c3286e57b82e4f9d","ae55c3621f077c04a61fa30067352e7e","Drinks are reasonably priced and well-prepared.","Positive","Food","Quality","Cost of Meal","[""drinks""]"
"6488412a4ac03b419957429a0e636622","36d169bec37e7632ab8eda9411d9db6f","I had my wallet stolen here 2 weeks ago, someone barely touched my jeans pocket and wallet was stolen.","Negative","Experience","Loyalty","Loyalty","[""wallet"",""jeans pocket""]"
"fcd7cc560ffa01fad216dfa74168aadd","8ea1a22d1d470b9ebc894a91a17987d8","Milkshake IPA like a pina colada.","Positive","Food","Quality","Taste","[""Milkshake IPA"",""pina colada""]"
"e9fa6ec73bb625365fa8e9bf4c76aa59","22b69c5334595b0ecb23058ef1f65d51","Shame on you, Fuzzy tacos!","Negative","People","Team","Hospitality","[""Fuzzy tacos""]"
"fc27c85c9dd0806ac8f1b61c24bef44c","1e845d26e7578e907f971d1c46bd1423","The price was a little more than average but the meal was great.","Positive","Experience","Payment","Cost of Meal","[]"
"40bf83aa39d71b533f603b2eac87b04e","60a9b7541758b46194ed9b47b23d406b","Server was nice, accommodating, made a wonderful suggestion, which added HasBrowns for same price as a Breakfast without.","Positive","People","Team","Hospitality","[""Server"",""HasBrowns"",""Breakfast""]"
"7ba63d8b75c448f74c11aa40be65a137","14ebad689dd5b4973d3b7e8a8a687b83","Hot and fast.","Positive","Food","Quality","Temperature","[]"
"0a5125337a9188764eed56a723237810","5ad46f2fe4f32bb272894627c630f059","It was a great reminder why I stopped eating at IHOP locations.","Negative","Experience","Loyalty","Loyalty","[""IHOP""]"
"feb98359528071fd391cae7f3a32db21","f7c8ac9645435d1a9aa4088e7012ff32","I thought of just going inside the restaurant to pick up however the entrance to the restaurant and pickup was so weird and one has to go around the building to get inside the restaurant.","Negative","Experience","Amenities","Inquiries","[""restaurant"",""building""]"
"d9595c618fa711fa058f02609b596b33","3e87f234976a92979c073e28db47ef2c","Was a weekday afternoon with less than 10 tables but waited an hour for our food, clearly they had forgotten our order.","Negative","Experience","Ordering","Speed of Service","[]"
"037d38cb7032c936e112ab11ec623398","cb61c23e9e1cbc81917abead1b456494","The food and drinks are soo good!","Positive","Food","Quality","Taste","[""food"",""drinks""]"
"05f503abb42b62692117816f927697ec","b18f84fde0bbf77210bbbd448cbfaa79","A lot of 'middle-eastern' places serve food that is more 'inspired by' then the actual thing, and after you add in a bored line cook the recipes become very blah.","Negative","Food","Quality","Taste","[""middle-eastern places"",""line cook""]"
"33fa228c4ab0c4bc139a8bd202d1a896","acf5635eaa99a82f6ec4ad6337d8bb60","Loved the beer and vibe.","Positive","Experience","Amenities","N/A","[""beer"",""vibe""]"
"64ad504f0f566477328f271c0256c840","d516c44d537850bacf68a4998d39f463","I came back home hungry but really disappointed.","Negative","Experience","Loyalty","Loyalty","[]"
"8fcab4f97a3da6ef02275b7e32c7452f","a725ffa350804baf5f2f79aab514ac53","then another 15-25 minutes to give us our food.","Negative","Experience","Ordering","Speed of Service","[]"
"9d7bc932b3eee5a95dfa5317411d5b33","00ee9d53c83cd51bd19bf8180a67bfc9","Great experience here!","Positive","Experience","Loyalty","Loyalty","[]"
"8b6f97709833c19dfb7ff786994229ef","de07eaba710fa3007befe54252405200","The service was exceptional with the exception that the offer on TV kids eat free from 4-10pm was not available.","Mixed","People","Team","Hospitality","[""service"",""kids eat free""]"
"5f28567bd60b932a9338b9b92365ecff","07ab94e533425251cc04981c4d0d8d50","Great spot for all kinds of diner food, even has almost healthy salads!","Positive","Food","Menu","Comments","[""diner food"",""salads""]"
"2d6ab3502c9014131d9734fca39edd51","d7bf6e579fe52395f205dcf9574bbf5b","I’ll be back for sure.","Positive","Experience","Loyalty","Loyalty","[]"
"f1a2586ab717c84e54f8da3638fb9040","190dc2d7afa143037b050344dd4f783a","Always Great food at a good price pancakes were nice and fluffy and huge!","Positive","Food","Quality","Taste","[""pancakes""]"
"ca95d4dd16b3bb71a7d956e2a7623482","99380c1cb4a0042f247a558da1fff310","Very popular during the Hollywood Fringe Festival.","Positive","Experience","Loyalty","Loyalty","[""Hollywood Fringe Festival""]"
"6d735e8bdad070212e01c1fa5000af39","3057a1ab7d89332fe22649f65ec53dcb","The syrup is cheap sugared water.","Negative","Food","Quality","Taste","[""syrup""]"
"09ec03192e3998f1571388baaf35c070","83a959f099ec04625c1fe70ebf618790","The sauces were good and so were the prices.","Positive","Food","Quality","Taste","[""sauces""]"
"fed76a461a1a8032d0f3b312e675f090","cf9536a7ed2ad0006f5d7382b999574c","However, by the time I put the butter on my toast, it had already gotten cold, so I ended up not eating it.","Negative","Food","Issues","Temperature","[""butter"",""toast""]"
"fc27c85c9dd0806ac8f1b61c24bef44c","ef780f0d2c98e80d5e66be0eeba6f403","Even though this wasn't my standard red menudo, it was still a flavorfull menudo.","Positive","Food","Quality","Taste","[""red menudo"",""menudo""]"
"a507c9d739e430c1752fd6f0add3a20a","b9045e24c591bfe903e2e4b99ff7e858","I will come back again.","Positive","Experience","Loyalty","Loyalty","[]"
"037d38cb7032c936e112ab11ec623398","04ee0299cabf0c45d3d4981e175cd821","Rice and beans also taste good 👍","Positive","Food","Quality","Taste","[""rice"",""beans""]"
"b7fb9c39cbec721fbeab35cae6d0d4e1","9c0bb7eb191e2db6751dd6e937e50e28","Service was excellent.","Positive","Experience","Ordering","Speed of Service","[]"
"0a7ca6e9b65f8679da55fa00117fa02b","4ca0080bf2825a660dfac7af13b15b59","I think this is my favorite breakfast place now.","Positive","Experience","Loyalty","Loyalty","[""breakfast place""]"
"cad519ad9b45ee364e643c380dd69c1e","746f64174c6bf443401f69a4a258bb26","They were simply delicious and left me craving for more.","Positive","Food","Quality","Taste","[""Belgian Waffle Combo""]"
"660970e002b4edbdac741b5ee8d521c5","bb389ca6f55ad64cf9f2a0c8b0bb3d08","No good.","Negative","Experience","Loyalty","Loyalty","[]"
"c1c1cc96fcb5a0a6fb86d4e7137fda35","027c55e77b4cfa0f4a56bb53d1065ffd","I had such a great time.","Positive","Experience","Loyalty","Loyalty","[]"
"20141c7b6827c5e79bde8503738daba9","eae5906ee91300ee3dad41b24603023a","It is a very cute place and some of the food tasted pretty good but I would only suggest going for beers and a hangout spot where you're ok just listening to music.","Mixed","Experience","Amenities","Inquiries","[""place"",""food"",""beers"",""music""]"
"09ec03192e3998f1571388baaf35c070","c57343b60b04c5ae693c70ef702e2d35","It was a very cool atmosphere!","Positive","Experience","Amenities","Amenities","[]"
"73e9876b040c490114670c815db20fea","fbd2cd501c6107cf04fceab43e2e634b","We didn’t even have the time to finish our starters that they already filled the table with the main dishes.","Negative","Experience","Ordering","Speed of Service","[]"
"a9a0a883f07763e0debc6c13f2ec37f8","c975321794ab9fe906e43b20c6bc7129","the worst tacos they were all soggy","Negative","Food","Quality","Texture","[""tacos""]"
"ca81095d81881e70bdee37c9abe01bc4","ff3902f4d6c3f2814c36a9ac7e8ccaf7","He greeted us with a big smile and efficiently met our needs.","Positive","People","Team","Hospitality","[""person""]"
"67adbcdf339098b0ba8c86a512b14eea","9c4a3a51ac86233f8531c097cf065968","It was 5:26 when I left I opened my order and my pizza was crushed and my tacos were soggy and stuck to the rappers as seen in the pictures.","Negative","Food","Quality","Texture","[""pizza"",""tacos""]"
"c5aad8d499b0272513c0e5de2db55965","3d66649b744d9fbfe3dcf9db09bda83f","The tight space made it difficult to move around comfortably.","Negative","Experience","Amenities","Amenities","[]"
"83870e53baecd09a6268b36a3c487aec","4062e8e5dc4bde0efb140ef92422beb8","Everything is great, but the Carne Asada is outstanding.","Positive","Food","Quality","Taste","[""Carne Asada""]"
"ddf7026b962f8de2bf3be26cbfbcc7fd","f8f4769477f3979763ea02d90550109a","Good food and they have happy hour.","Positive","Food","Quality","Taste","[""food"",""happy hour""]"
"ca81095d81881e70bdee37c9abe01bc4","072614d4462e239f41af5777a2c4863d","Just wanted to take a second to show appreciation for that host.","Positive","People","Team","Hospitality","[""host""]"
"660970e002b4edbdac741b5ee8d521c5","21ea0f2c360640020269c2f25c03065e","The very first thing you'll notice is its like the A/C is off.","Negative","Experience","Amenities","Amenities","[]"
"aa2dfebf03f6a624d59efe8cb8c1932d","56ea7e58ed4e4a710485d25057f40258","The coffee was quite light but not bad.","Positive","Food","Quality","Taste","[""coffee""]"
"77ace14cf75dd454f9e210d60c5479b3","17be22400f4042cf9bf71d28a2045696","I have not once encountered a server here who could speak understandable English.","Negative","People","Team","Hospitality","[""server""]"
"65c66d74c2325137f0bf50e45619a604","5100fb7606a0ed78b5b156ef5bc7589a","Coordination seems off.","Negative","Experience","Ordering","Speed of Service","[]"
"637246865537965a7a1bbb7c2186356a","743a074c17f574012142f22b9c0e28bc","The waitress was even rude about it and practically threw the plate across the table.","Negative","People","Team","Hospitality","[""waitress"",""plate""]"
"b0fd7d937df74721def5f83f0f16528e","995f1ed8d4d85e83e6683b01a011b378","A very nice bar is the first thing I noticed when I entered.","Positive","Experience","Amenities","Amenities","[""bar""]"
"1e5795c4782b92eec801852c1cfb16e9","76fab4ab2c50fce97864e2f753e4897c","Service was great, waiters were very friendly and helpful.","Positive","People","Team","Hospitality","[""waiters""]"
"ddf7026b962f8de2bf3be26cbfbcc7fd","b581dade5de2a79b56668e3e6082d8d9","We had a good old time 3 nights in a row!!","Positive","Experience","Loyalty","Loyalty","[""3 nights""]"
"c27c8022abd4781cf23b216b3b8fb3d0","26a944806fb74be4e195a97e83c98c1f","the inside is small but the tables outside were nice to sit and eat at.","Positive","Experience","Amenities","Amenities","[""inside"",""tables"",""outside""]"
"6d735e8bdad070212e01c1fa5000af39","07ba34b57793da605122b7c64271aa11","Simply the worst I have ever tasted.","Negative","Food","Quality","Taste","[]"
"395f96b47a85c3bb397ef207a526ea31","27a8ebbd2bea9389860c9613e46d5a3c","I called IHOP and they said that yes, they had enough gluten-free batter that night.","Positive","Food","Issues","Availability","[""IHOP"",""gluten-free batter""]"
"ef887dcb3a5585973a37075825f65150","5241c63241c2ea398317bee7ba4fa001","The servings are a bit weak.","Negative","Food","Quality","Portion","[]"
"feb98359528071fd391cae7f3a32db21","1b877891de175e5fda384287a8ff9503","On top of that, the toast was completely burnt and avocado was almost gone near the edges as you can see from the picture.","Negative","Food","Quality","Appearance/Presentation","[""toast"",""avocado"",""picture""]"
"35a0beaa65074ec835ea074648319f59","cb7f3a542a39beb0c31931fb299d9e4f","My omelette was really nice.","Positive","Food","Quality","Taste","[""omelette""]"
"0a5125337a9188764eed56a723237810","9896bb1ff9686ea2e249ed1872a6cb46","Their food just isn't what it used to be.","Negative","Food","Quality","Taste","[""food""]"
"186f26d8df8af103ed10f04980b20e08","0852733a534a91806d7ce6f9b1b36c5d","I also got a whiskey sour also recommended if you like whiskey!","Positive","Food","Menu","Comments","[""whiskey sour"",""whiskey""]"
"16eea0ef64597e9bb89a141b2db1fec6","8948de586eb591b05cca80ab23c0567f","The service was quick and friendly...","Positive","People","Team","Hospitality","[]"
"e904dfb0886a66d905f7bb6dd110c91e","af773a1b6b185e19e90b65f8736c7c63","The staff is incredible and the food was great!","Positive","[""People"",""Food""]","[""Team"",""Quality""]","[""Hospitality"",""Taste""]","[]"
"923f8dc0ee240f4c45c0c07856154705","1370c4f983df2e168f7e55ca265c2247","Has his own parking lot.","Positive","Experience","Amenities","Amenities","[""parking lot""]"
"20141c7b6827c5e79bde8503738daba9","e6a151f6f9f716a8bfe9428f52f6cce0","Went with a big group and two of us ended up getting pretty sick afterwards.","Negative","Food","Issues","Food Safety","[""big group""]"
"c27c8022abd4781cf23b216b3b8fb3d0","1e586222a99f1efdb3d8251192edb0e2","Came here after a long hike for the fish burrito it was delicious.","Positive","Food","Quality","Taste","[""fish burrito""]"
"854c5eee84a2ad9fe947ab166baebd09","1466a17f8e5f819b7974841b2169d6b4","Board games for families, arcade games, shuffle board, pool table, and so much more.","Positive","Experience","Amenities","Amenities","[""Board games"",""arcade games"",""shuffle board"",""pool table""]"
"78e9cc79455a3fcd880b79f349e7c0ac","143f41e44e0a41fdb3869b696a7fbaa0","The colors? It’s all of it : )","Positive","Experience","Amenities","Amenities","[""colors""]"
"6f09c9e7e14fd6e6464169b55211b3f7","b6f699abeae70f13aae1d59cfdecae48","The pancakes have a traditional and classic taste that I absolutely love.","Positive","Food","Quality","Taste","[""pancakes""]"
"b09234e89c4e2d66da1cd08687438f4d","7bf5b7e7f7ee6408f286093a7fb51de5","The meal was brought back and was very hot - obviously microwaved.","Negative","Food","Quality","Temperature","[""meal""]"
"b0fd7d937df74721def5f83f0f16528e","53f66468b85661caf85cf3560bcb1702","They were very decent for the price and no complaints here.","Positive","Food","Quality","Taste","[]"
"a5ce6387c0110ca1970c1cfa1395ca92","955cc6488079570a528527b05c15a09a","Overall a good experience and recommended.","Positive","Experience","Loyalty","Loyalty","[]"
"6f09c9e7e14fd6e6464169b55211b3f7","90fa7062559c5d6c235285f3f0f25b62","The presentation is nice, and everything is simple and to the point.","Positive","Food","Quality","Appearance/Presentation","[]"
"660970e002b4edbdac741b5ee8d521c5","8302d7e13a277ebddc6f346d6775a518","Sorry but this isn't it.","Negative","Experience","Loyalty","Loyalty","[]"
"878e42ae93f91b43d721cacb59582d2f","3ab27f3927710b60dd808a553e5cf33b","Next time I’d come back to try their daily happy hour, which goes from 4-7pm.","Positive","Experience","Loyalty","Loyalty","[""happy hour"",""4-7pm""]"
"5c4f00ab961c81d3fdc89af3e4f4cd64","7e976c141bd3f8e7f12c908b5893f4c2","I prefer to go to Denny’s at North Hollywood where they have good service and serve you well.","Positive","Experience","Loyalty","Loyalty","[""Denny’s"",""North Hollywood""]"
"67b5aaf4da29203653f9691aa312e27b","6bc6ad6394ba52c63158cd8ee632431b","I've been here twice and loved it both times.","Positive","Experience","Loyalty","Loyalty","[]"
"5c4f00ab961c81d3fdc89af3e4f4cd64","2958ab153a0a4dc03b300a9dad9163a9","They don’t care at this location they never change.","Negative","Experience","Loyalty","Loyalty","[""location""]"
"c01e62ce81827f011d77c76c23914935","b0e648ef5aad0b87abb4c706c1806e0e","The gravy was bland and completely tasteless.","Negative","Food","Quality","Taste","[""gravy""]"
"6b477e94b4712e819fe9fb17cf232651","add8cbde7b24108658f64cb374513d38","My only complaint is that the hashbrowns were a little undercook in my opinion, and they told us it would take 10 more minutes to cook them more.","Negative","Food","Issues","Temperature","[""hashbrowns""]"
"aaa40bf5f30576ef627c99a625971d87","d0e5ad0e1db43e93471978f47d02b451","Despite that, the servers at this IHOP are so kind and friendly.","Positive","People","Team","Hospitality","[""servers"",""IHOP""]"
"637246865537965a7a1bbb7c2186356a","f15135bf4674dc62f11ffa171ae4feb1","They even had the audacity to try and pick it off my food and still try to serve it to me.","Negative","Food","Issues","Food Safety","[""food"",""mold""]"
"6488412a4ac03b419957429a0e636622","2be229510b08feeb60df481af7e50143","It was a horrible experience and I will never go back.","Negative","Experience","Loyalty","Loyalty","[]"
"acd1cc11fb8245e12eea0b782ef3853d","03f35fb8518d5b2ebefac50f1fae09ce","Server brings food and she was great.","Positive","People","Team","Hospitality","[""Server""]"
"72153675f8df209c7d2cbce8f08c8cb8","2e1de5aee6f113e3dbfa284d7a193a80","The server or manager adjusted the bill without me asking, but it didn't replace the whole experience.","Mixed","Experience","Payment","Pricing Accuracy","[""server"",""manager""]"
"33fa228c4ab0c4bc139a8bd202d1a896","9436fb6d1ee9d7dab2dfdb6117721bce","The chocolate raspberry pastry stout was flavorful and not overly sweet.","Positive","Food","Quality","Taste","[""chocolate raspberry pastry stout""]"
"4bbcac26643da9ccc5572c4d8c5c400d","2a0b34b23978a5c64d71b9ed2fc71f05","Give them a try.","Positive","Experience","Loyalty","Loyalty","[]"
"b7d56075c0f667f4d9751374c5dac57c","3cea28ff571fa22f802f1fa58069c0cb","Not that impressed by their vegan food…","Negative","Food","Quality","Taste","[""vegan food""]"
"483bc58ef10d4d043f9f77429f857f82","0a96f8cf466d0acf1ee9e0bee4433abb","The casual, vibrant atmosphere set the tone for a relaxed evening filled with laughter.","Positive","Experience","Amenities","Amenities","[""atmosphere"",""evening""]"
"d14fc56521b78564ee358f29488e25c6","64f5d16d31a99313537033618c666744","Love the crepes and the Benedict’s.","Positive","Food","Quality","Taste","[""crepes"",""Benedict’s""]"
"cfca95e41b6fc84bb4f572c800c7900c","79da8e84e9a4c70c9eec8e69bc7d30c5","The food was delicious","Positive","Food","Quality","Taste","[]"
"164b4b7194c18deaf6dab6aada260f44","0cb79673ad514f8aae4d2b98c0db3256","Our food was as-ordered, though I personally felt that the cheese enchiladas had way, way too much cheese.","Negative","Food","Quality","Taste","[""cheese enchiladas""]"
"8223d6ccec56d90ec65f66f008d796e2","f4f1121d82e2c6ad4e556939d00ebb00","It was like eating the clouds of heaven, the cake texture, collapsing, like a warm moist cheesecake sponge made me want to eat more and more.","Positive","Food","Quality","Texture","[""cake"",""cheesecake sponge""]"
"8d78a61402b5b46a7560698fe95c43bb","f21ae526576e1c771203f4b1a7aef2a7","They let me substitute wheat toast for the pancakes that would have normally accompanied my meal selection.","Positive","Food","Menu","Comments","[""wheat toast"",""pancakes"",""meal selection""]"
"7ba63d8b75c448f74c11aa40be65a137","a61d7234f0cc97115b400efdb723b61b","Definitely worth it.","Positive","Experience","Loyalty","Loyalty","[]"
"637246865537965a7a1bbb7c2186356a","2881f94614b3aa70e95152990256f910","Almost everyone was done eating before he even got his plate of food, and even when they finally brought it, it was all dried out.","Negative","Food","Quality","Temperature","[""plate of food""]"
"feb98359528071fd391cae7f3a32db21","4b50329c8d6af5acbfa03e2cfc4cedae","I have had breakfast at IHOP so many times and was never this disappointed.","Negative","Experience","Loyalty","Loyalty","[""IHOP""]"
"c8068bc87f8c6a49289f03236157217f","1fdb8a32fe2beeb411f6422a842ba10d","Food was basic for what IHOP is known for.","Negative","Food","Quality","Taste","[""IHOP""]"
"18ac6f9946924aea30d52da685c9c042","585ecb34b00bf673e8e6e1c668f86b44","Loved that the restrooms were clean and we got our food quickly.","Positive","Experience","Cleanliness","Bathrooms","[""restrooms"",""food""]"
"f1a2586ab717c84e54f8da3638fb9040","16bf16a4b269f8e32df72c4cc496642d","Highly recommend the White chocolate raspberry pancakes.","Positive","Food","Comments","Comments","[""White chocolate raspberry pancakes""]"
"4cdcdef57b1626cc2530621e2a2e98ee","a0d6a3edfdbf4377366ebb1d1d8455c0","The service is always nice too.","Positive","People","Team","Hospitality","[""service""]"
"cad519ad9b45ee364e643c380dd69c1e","6a1fad49f8d005a730716a02499c7c9c","Despite the initial coffee slip-up, I left IHOP with a positive impression, thanks to the tasty food and the server's efforts to make amends.","Positive","Experience","Loyalty","Loyalty","[""IHOP""]"
"b6a6954322e88e24ddb54dd1c0269d2d","cc70b99141a2c83e4d1ff8987d640ade","It was one small piece of chicken so half the “sandwich” was just bread tomato and lettuce.","Negative","Food","Quality","Portion","[""chicken"",""bread"",""tomato"",""lettuce""]"
